,prestretch_force,range_of_motion
0,5.212566107014256,4.270701242204883
1,1.3871694803237915,3.719543088478215
2,5.126471042633057,4.256730322143028
3,5.555274486541748,4.326802650480239
4,6.178242206573486,4.431330478141383
5,7.620095729827881,4.685402192256916
6,9.04388427734375,4.953047263125278
7,10.0,5.142983263847704
8,10.0,5.142983263847704
9,10.0,5.142983263847704
