,range_of_motion,stretched_muscle_length_one,stretched_muscle_length_two,relaxed_muscle_length_one,relaxed_muscle_length_two
0,9.359372466892893,13.504359245300293,13.915369987487793,13.0,12.0
1,7.583766319496336,15.332672119140625,14.51576042175293,13.0,12.0
2,9.457351142356114,13.388288497924805,13.878597259521484,13.0,12.0
3,9.760955452369505,13.017905235290527,13.759740829467773,13.0,12.0
4,9.940724648188608,13.0,13.476076126098633,13.0,12.0
5,10.189472615938751,13.0,13.042951583862305,13.0,12.0
6,10.747719819523812,13.0,12.259162902832031,13.0,12.0
7,10.95236969438615,13.0,12.0,13.0,12.0
8,10.95236969438615,13.0,12.0,13.0,12.0
9,10.95236969438615,13.0,12.0,13.0,12.0
