,range_of_motion,stretched_muscle_length_one,stretched_muscle_length_two,relaxed_muscle_length_one,relaxed_muscle_length_two
92,8.51342039098893,14.5,15.5,11.0,15.0
93,8.148673374213576,14.5,16.0,11.0,15.0
94,7.766284289799156,14.5,16.5,11.0,15.0
95,7.365862447914923,14.5,17.0,11.0,15.0
96,6.947294686365435,14.5,17.5,11.0,15.0
97,6.5109108176804895,14.5,18.0,11.0,15.0
98,6.057662557689087,14.5,18.5,11.0,15.0
99,5.589426348914312,14.5,19.0,11.0,15.0
100,5.1093412459193175,14.5,19.5,11.0,15.0
101,inf,14.5,20.0,11.0,15.0
102,inf,14.5,20.5,11.0,15.0
103,22.581198281413627,14.5,21.0,11.0,15.0
104,8.51342464736516,15.0,15.0,11.0,15.0
105,8.148676234721982,15.0,15.5,11.0,15.0
106,7.766289616875104,15.0,16.0,11.0,15.0
107,7.3658680226733715,15.0,16.5,11.0,15.0
108,6.94730486355655,15.0,17.0,11.0,15.0
109,6.510918583262409,15.0,17.5,11.0,15.0
110,6.057670868376109,15.0,18.0,11.0,15.0
111,5.5894342890110025,15.0,18.5,11.0,15.0
112,5.109347676047571,15.0,19.0,11.0,15.0
113,inf,15.0,19.5,11.0,15.0
114,inf,15.0,20.0,11.0,15.0
115,23.75252482253098,15.0,20.5,11.0,15.0
116,23.752528600305208,15.0,21.0,11.0,15.0
117,8.148682262597422,15.5,15.0,11.0,15.0
118,7.766295830071748,15.5,15.5,11.0,15.0
119,7.365876467856776,15.5,16.0,11.0,15.0
120,6.947313403266877,15.5,16.5,11.0,15.0
121,6.510929895611216,15.5,17.0,11.0,15.0
122,6.057684256681791,15.5,17.5,11.0,15.0
123,5.589446417019628,15.5,18.0,11.0,15.0
124,5.109360309976175,15.5,18.5,11.0,15.0
125,inf,15.5,19.0,11.0,15.0
126,inf,15.5,19.5,11.0,15.0
127,25.353252244255817,15.5,20.0,11.0,15.0
128,25.353217407269874,15.5,20.5,11.0,15.0
129,25.353302102806268,15.5,21.0,11.0,15.0
130,7.767172526767066,16.0,15.0,11.0,15.0
131,7.365887401830726,16.0,15.5,11.0,15.0
132,6.947327758953424,16.0,16.0,11.0,15.0
133,6.510945578705211,16.0,16.5,11.0,15.0
134,6.057699975412724,16.0,17.0,11.0,15.0
135,5.589464860918213,16.0,17.5,11.0,15.0
136,5.109375967102817,16.0,18.0,11.0,15.0
137,inf,16.0,18.5,11.0,15.0
138,inf,16.0,19.0,11.0,15.0
139,29.273414225923517,16.0,19.5,11.0,15.0
140,29.27402113302613,16.0,20.0,11.0,15.0
141,29.274843361160954,16.0,20.5,11.0,15.0
142,29.27584972094037,16.0,21.0,11.0,15.0
143,7.546174448679123,16.5,15.0,11.0,15.0
144,7.074315099528249,16.5,15.5,11.0,15.0
145,6.606893034377663,16.5,16.0,11.0,15.0
146,6.130891208216543,16.5,16.5,11.0,15.0
147,5.652978613300208,16.5,17.0,11.0,15.0
148,5.1738079403468,16.5,17.5,11.0,15.0
149,inf,16.5,18.0,11.0,15.0
150,inf,16.5,18.5,11.0,15.0
151,37.26577436001019,16.5,19.0,11.0,15.0
152,37.26578120181992,16.5,19.5,11.0,15.0
153,37.26579023137887,16.5,20.0,11.0,15.0
154,37.26580139491202,16.5,20.5,11.0,15.0
155,37.26581531227296,16.5,21.0,11.0,15.0
156,7.89427536986981,17.0,15.0,11.0,15.0
157,7.420074074061045,17.0,15.5,11.0,15.0
158,6.926691797072587,17.0,16.0,11.0,15.0
159,6.443799736539942,17.0,16.5,11.0,15.0
160,5.955599235041902,17.0,17.0,11.0,15.0
161,inf,17.0,17.5,11.0,15.0
162,inf,17.0,18.0,11.0,15.0
163,48.58260255853868,17.0,18.5,11.0,15.0
164,48.58260265723678,17.0,19.0,11.0,15.0
165,48.58260288691546,17.0,19.5,11.0,15.0
166,48.5826029494936,17.0,20.0,11.0,15.0
167,48.58260158682517,17.0,20.5,11.0,15.0
168,48.58259522128207,17.0,21.0,11.0,15.0
