,range_of_motion,stretched_muscle_length_one,stretched_muscle_length_two,relaxed_muscle_length_one,relaxed_muscle_length_two
68,8.246696434468404,14.5,14.5,12.0,13.0
69,7.8603368032992424,14.5,15.0,12.0,13.0
70,7.454913888822858,14.5,15.5,12.0,13.0
71,7.030318639662717,14.5,16.0,12.0,13.0
72,6.586939775237173,14.5,16.5,12.0,13.0
73,6.125909435424356,14.5,17.0,12.0,13.0
74,5.649413424761063,14.5,17.5,12.0,13.0
75,5.161038530513441,14.5,18.0,12.0,13.0
76,4.666101614674668,14.5,18.5,12.0,13.0
77,4.17180952561486,14.5,19.0,12.0,13.0
78,8.964164882538586,15.0,13.0,12.0,13.0
79,8.614427230915478,15.0,13.5,12.0,13.0
80,8.246696745672935,15.0,14.0,12.0,13.0
81,7.860335807743166,15.0,14.5,12.0,13.0
82,7.454913551201447,15.0,15.0,12.0,13.0
83,7.0303189650751285,15.0,15.5,12.0,13.0
84,6.586940817867262,15.0,16.0,12.0,13.0
85,6.1259100143872764,15.0,16.5,12.0,13.0
86,5.649412959931464,15.0,17.0,12.0,13.0
87,5.161038158373877,15.0,17.5,12.0,13.0
88,4.666100937087027,15.0,18.0,12.0,13.0
89,4.171809542884127,15.0,18.5,12.0,13.0
90,3.6870386821531227,15.0,19.0,12.0,13.0
91,8.614428180509323,15.5,13.0,12.0,13.0
92,8.24669702341556,15.5,13.5,12.0,13.0
93,7.8603368785574546,15.5,14.0,12.0,13.0
94,7.454914761265844,15.5,14.5,12.0,13.0
95,7.030319976547883,15.5,15.0,12.0,13.0
96,6.586939884051413,15.5,15.5,12.0,13.0
97,6.125910500376227,15.5,16.0,12.0,13.0
98,5.649414332179365,15.5,16.5,12.0,13.0
99,5.161037658858195,15.5,17.0,12.0,13.0
100,4.666101144403669,15.5,17.5,12.0,13.0
101,4.171810383885372,15.5,18.0,12.0,13.0
102,3.687038673676984,15.5,18.5,12.0,13.0
103,inf,15.5,19.0,12.0,13.0
104,8.246697798162998,16.0,13.0,12.0,13.0
105,7.860337367879595,16.0,13.5,12.0,13.0
106,7.4549154474900305,16.0,14.0,12.0,13.0
107,7.030320855535173,16.0,14.5,12.0,13.0
108,6.586941207950231,16.0,15.0,12.0,13.0
109,6.125911830269752,16.0,15.5,12.0,13.0
110,5.649414720494184,16.0,16.0,12.0,13.0
111,5.1610389137343,16.0,16.5,12.0,13.0
112,4.666101715880583,16.0,17.0,12.0,13.0
113,4.171809603395724,16.0,17.5,12.0,13.0
114,3.687038841161989,16.0,18.0,12.0,13.0
115,inf,16.0,18.5,12.0,13.0
116,inf,16.0,19.0,12.0,13.0
117,7.860338758870684,16.5,13.0,12.0,13.0
118,7.454917206817406,16.5,13.5,12.0,13.0
119,7.030322277604071,16.5,14.0,12.0,13.0
120,6.586943444429409,16.5,14.5,12.0,13.0
121,6.125913069810288,16.5,15.0,12.0,13.0
122,5.649416382028216,16.5,15.5,12.0,13.0
123,5.161039850419295,16.5,16.0,12.0,13.0
124,4.666102215102367,16.5,16.5,12.0,13.0
125,4.171809954164196,16.5,17.0,12.0,13.0
126,3.6870385358246462,16.5,17.5,12.0,13.0
127,inf,16.5,18.0,12.0,13.0
128,inf,16.5,18.5,12.0,13.0
129,27.22765430960559,16.5,19.0,12.0,13.0
130,7.507222864501058,17.0,13.0,12.0,13.0
131,7.046270274412777,17.0,13.5,12.0,13.0
132,6.586944828279766,17.0,14.0,12.0,13.0
133,6.125914438935858,17.0,14.5,12.0,13.0
134,5.64941821030617,17.0,15.0,12.0,13.0
135,5.161041679743914,17.0,15.5,12.0,13.0
136,4.666104403639137,17.0,16.0,12.0,13.0
137,4.171811145507842,17.0,16.5,12.0,13.0
138,3.6870389800438232,17.0,17.0,12.0,13.0
139,inf,17.0,17.5,12.0,13.0
140,inf,17.0,18.0,12.0,13.0
141,29.024192332785322,17.0,18.5,12.0,13.0
142,29.024193092904525,17.0,19.0,12.0,13.0
143,7.2099984220876365,17.5,13.0,12.0,13.0
144,6.738988183132864,17.5,13.5,12.0,13.0
145,6.258337205639538,17.5,14.0,12.0,13.0
146,5.761774500651743,17.5,14.5,12.0,13.0
147,5.266403401269718,17.5,15.0,12.0,13.0
148,4.7644420247333485,17.5,15.5,12.0,13.0
149,4.265275506192086,17.5,16.0,12.0,13.0
150,3.773889265127698,17.5,16.5,12.0,13.0
151,inf,17.5,17.0,12.0,13.0
152,inf,17.5,17.5,12.0,13.0
153,32.88334446023057,17.5,18.0,12.0,13.0
154,32.884056576381084,17.5,18.5,12.0,13.0
155,32.883613376283485,17.5,19.0,12.0,13.0
156,6.989990869448569,18.0,13.0,12.0,13.0
157,6.498256358139116,18.0,13.5,12.0,13.0
158,6.001625946081166,18.0,14.0,12.0,13.0
159,5.515154588386318,18.0,14.5,12.0,13.0
160,5.013357067922184,18.0,15.0,12.0,13.0
161,4.509705208208766,18.0,15.5,12.0,13.0
162,4.0243499473590525,18.0,16.0,12.0,13.0
163,inf,18.0,16.5,12.0,13.0
164,inf,18.0,17.0,12.0,13.0
165,40.75349115446307,18.0,17.5,12.0,13.0
166,40.753530988776525,18.0,18.0,12.0,13.0
167,40.753405300216414,18.0,18.5,12.0,13.0
168,40.75284092734084,18.0,19.0,12.0,13.0
