,range_of_motion,stretched_muscle_length_one,stretched_muscle_length_two,relaxed_muscle_length_one,relaxed_muscle_length_two
69,7.009564723994018,13.5,14.0,11.0,12.0
70,6.593898469944952,13.5,14.5,11.0,12.0
71,6.15745343668145,13.5,15.0,11.0,12.0
72,5.701220453594223,13.5,15.5,11.0,12.0
73,5.227461572399259,13.5,16.0,11.0,12.0
74,4.7402025943734465,13.5,16.5,11.0,12.0
75,4.245727473958111,13.5,17.0,11.0,12.0
76,3.7527989684024607,13.5,17.5,11.0,12.0
77,3.2722888850323297,13.5,18.0,11.0,12.0
78,8.132919226218842,14.0,12.0,11.0,12.0
79,7.778524077006637,14.0,12.5,11.0,12.0
80,7.404309120709925,14.0,13.0,11.0,12.0
81,7.009564848120666,14.0,13.5,11.0,12.0
82,6.593899576122034,14.0,14.0,11.0,12.0
83,6.157453946738315,14.0,14.5,11.0,12.0
84,5.701222341112448,14.0,15.0,11.0,12.0
85,5.2274615969852025,14.0,15.5,11.0,12.0
86,4.7402022940766475,14.0,16.0,11.0,12.0
87,4.245728124288258,14.0,16.5,11.0,12.0
88,3.752798998850169,14.0,17.0,11.0,12.0
89,3.2722891669492977,14.0,17.5,11.0,12.0
90,2.815933409599909,14.0,18.0,11.0,12.0
91,7.778524566069834,14.5,12.0,11.0,12.0
92,7.404310286932468,14.5,12.5,11.0,12.0
93,7.009566003519893,14.5,13.0,11.0,12.0
94,6.593900473749603,14.5,13.5,11.0,12.0
95,6.157455466747173,14.5,14.0,11.0,12.0
96,5.701222596555441,14.5,14.5,11.0,12.0
97,5.227462799067272,14.5,15.0,11.0,12.0
98,4.740203457942732,14.5,15.5,11.0,12.0
99,4.245727795549685,14.5,16.0,11.0,12.0
100,3.7527997752544433,14.5,16.5,11.0,12.0
101,3.2722894737497406,14.5,17.0,11.0,12.0
102,2.815932826906158,14.5,17.5,11.0,12.0
103,2.394378279078417,14.5,18.0,11.0,12.0
104,7.404311081329395,15.0,12.0,11.0,12.0
105,7.009567926597311,15.0,12.5,11.0,12.0
106,6.5939021076959,15.0,13.0,11.0,12.0
107,6.157457027854942,15.0,13.5,11.0,12.0
108,5.701224257954511,15.0,14.0,11.0,12.0
109,5.22746433885893,15.0,14.5,11.0,12.0
110,4.740205189297711,15.0,15.0,11.0,12.0
111,4.245729422995799,15.0,15.5,11.0,12.0
112,3.7527997239717763,15.0,16.0,11.0,12.0
113,3.272289898047415,15.0,16.5,11.0,12.0
114,2.8159325807640396,15.0,17.0,11.0,12.0
115,2.394378240380121,15.0,17.5,11.0,12.0
116,2.0152667247158824,15.0,18.0,11.0,12.0
117,7.009570104649427,15.5,12.0,11.0,12.0
118,6.593904266784403,15.5,12.5,11.0,12.0
119,6.1574603199501325,15.5,13.0,11.0,12.0
120,5.701227226891859,15.5,13.5,11.0,12.0
121,5.227466460865985,15.5,14.0,11.0,12.0
122,4.7402073066611585,15.5,14.5,11.0,12.0
123,4.2457301936433005,15.5,15.0,11.0,12.0
124,3.752800497944964,15.5,15.5,11.0,12.0
125,3.2722894442126336,15.5,16.0,11.0,12.0
126,2.8159318610952973,15.5,16.5,11.0,12.0
127,2.394378381682033,15.5,17.0,11.0,12.0
128,2.015266385476947,15.5,17.5,11.0,12.0
129,1.6834535717895776,15.5,18.0,11.0,12.0
130,6.682526113386613,16.0,12.0,11.0,12.0
131,6.209604621396027,16.0,12.5,11.0,12.0
132,5.734297641498738,16.0,13.0,11.0,12.0
133,5.247174006074232,16.0,13.5,11.0,12.0
134,4.752748399835509,16.0,14.0,11.0,12.0
135,4.257630927323778,16.0,14.5,11.0,12.0
136,3.7651217205767775,16.0,15.0,11.0,12.0
137,3.285661017396661,16.0,15.5,11.0,12.0
138,2.8248959745909747,16.0,16.0,11.0,12.0
139,2.395785448114685,16.0,16.5,11.0,12.0
140,2.0152669790805984,16.0,17.0,11.0,12.0
141,1.68345180170936,16.0,17.5,11.0,12.0
142,1.4075833122948005,16.0,18.0,11.0,12.0
143,6.457126392447353,16.5,12.0,11.0,12.0
144,5.974760099166707,16.5,12.5,11.0,12.0
145,5.490786362963156,16.5,13.0,11.0,12.0
146,4.9985034717081795,16.5,13.5,11.0,12.0
147,4.501348354712931,16.5,14.0,11.0,12.0
148,4.00374086465032,16.5,14.5,11.0,12.0
149,3.518461139803037,16.5,15.0,11.0,12.0
150,3.051229453505103,16.5,15.5,11.0,12.0
151,2.606171743191913,16.5,16.0,11.0,12.0
152,2.182552269511927,16.5,16.5,11.0,12.0
153,1.7985460986432944,16.5,17.0,11.0,12.0
154,1.463215125203659,16.5,17.5,11.0,12.0
155,inf,16.5,18.0,11.0,12.0
156,6.78437475838825,17.0,12.0,11.0,12.0
157,6.2667079627034035,17.0,12.5,11.0,12.0
158,5.761700941568616,17.0,13.0,11.0,12.0
159,5.267221911665018,17.0,13.5,11.0,12.0
160,4.772846393258462,17.0,14.0,11.0,12.0
161,4.275138728542746,17.0,14.5,11.0,12.0
162,3.771681668963641,17.0,15.0,11.0,12.0
163,3.2634351316367294,17.0,15.5,11.0,12.0
164,2.7822457984543068,17.0,16.0,11.0,12.0
165,2.2734646792547366,17.0,16.5,11.0,12.0
166,1.7938027968771966,17.0,17.0,11.0,12.0
167,inf,17.0,17.5,11.0,12.0
168,inf,17.0,18.0,11.0,12.0
